Hospitals,Address,State,Type,Status,COUNTY,Beds,County
UP HEALTH SYSTEM - MARQUETTE,420 W MAGNETIC,MI,GENERAL ACUTE CARE,OPEN,MARQUETTE,264,Marquette
SELECT SPECIALITY HOSPITAL GROSSE POINT,22101 MOROSS RD,MI,GENERAL ACUTE CARE,OPEN,WAYNE,673,Wayne
REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,61 CHARLES STREET,SD,CRITICAL ACCESS,OPEN,LAWRENCE,18,Lawrence
REGIONAL HEALTH CUSTER HOSPITAL,1039 MONTGOMERY STREET,SD,CRITICAL ACCESS,OPEN,CUSTER,11,Custer
MILBANK AREA HOSPITAL / AVERA HEALTH,301 FLYNN DR,SD,CRITICAL ACCESS,OPEN,GRANT,25,Grant
BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),8585 PICARDY AVE,LA,GENERAL ACUTE CARE,OPEN,EAST BATON ROUGE,201,East Baton Rouge
BAYNE-JONES ARMY COMMUNITY HOSPITAL,1585 3RD ST,LA,MILITARY,OPEN,VERNON,22,Vernon
REGIONAL HEALTH SPEARFISH HOSPITAL,1440 NORTH MAIN STREET,SD,GENERAL ACUTE CARE,OPEN,LAWRENCE,44,Lawrence
FREEMAN REGIONAL HEALTH SERVICES,510 EAST 8TH STREET,SD,CRITICAL ACCESS,OPEN,HUTCHINSON,25,Hutchinson
SANFORD CLEAR LAKE MEDICAL CENTER,701 3RD AVENUE SOUTH,SD,CRITICAL ACCESS,OPEN,DEUEL,10,Deuel
TAYLOR HOSPITAL,175 E CHESTER PIKE,PA,GENERAL ACUTE CARE,OPEN,DELAWARE,213,Delaware
PRAIRIE LAKES HOSPITAL,401 9TH AVENUE NORTHWEST,SD,GENERAL ACUTE CARE,OPEN,CODINGTON,81,Codington
AVERA GETTYSBURG HOSPITAL,606 EAST GARFIELD AVENUE,SD,CRITICAL ACCESS,OPEN,POTTER,6,Potter
LANDMANN-JUNGMAN MEMORIAL HOSPITAL,600 BILLARS STREET,SD,CRITICAL ACCESS,OPEN,BON HOMME,20,Bon Homme
"SIOUX FALLS SPECIALTY HOSPITAL, LLP",910 E 20TH ST,SD,SPECIAL,OPEN,MINNEHAHA,33,Minnehaha
CEDAR CITY HOSPITAL,1303 NORTH MAIN STREET,UT,GENERAL ACUTE CARE,OPEN,IRON,48,Iron
"MOHAWK VALLEY HEART INSTITUTE, INC",2209 GENESEE STREET,NY,SPECIAL,OPEN,ONEIDA,201,Oneida
SWEDISH MEDICAL CENTER - ISSAQUAH CAMPUS,2005 NW SAMMAMISH ROAD,WA,GENERAL ACUTE CARE,CLOSED,KING,144,King
CASCADE BEHAVIORAL HOSPITAL,12844 MILITARY ROAD S,WA,PSYCHIATRIC,OPEN,KING,135,King
K HOVNANIAN CHILDRENS HOSPITAL,1945 STATE ROUTE 33,NJ,CHILDREN,OPEN,MONMOUTH,618,Monmouth
CHILDRENS HOSPITAL OF NEW JERSEY - NEWARK,201 LYONS AVENUE,NJ,CHILDREN,OPEN,ESSEX,667,Essex
AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,UT,GENERAL ACUTE CARE,OPEN,UTAH,89,Utah
BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,UT,GENERAL ACUTE CARE,OPEN,BOX ELDER,16,Box Elder
BEAVER VALLEY HOSPITAL,1109 NORTH 100 WEST STREET,UT,GENERAL ACUTE CARE,OPEN,BEAVER,25,Beaver
BLUE MOUNTAIN HOSPITAL,802 SOUTH 200 WEST,UT,CRITICAL ACCESS,OPEN,SAN JUAN,11,San Juan
BRIGHAM CITY COMMUNITY HOSPITAL,950 SOUTH MEDICAL DRIVE,UT,GENERAL ACUTE CARE,OPEN,BOX ELDER,49,Box Elder
CACHE VALLEY SPECIALTY HOSPITAL,2380 NORTH 400 EAST,UT,GENERAL ACUTE CARE,OPEN,CACHE,28,Cache
CASTLEVIEW HOSPITAL,300 NORTH HOSPITAL DRIVE,UT,GENERAL ACUTE CARE,OPEN,CARBON,39,Carbon
CENTER FOR CHANGE,1790 NORTH STATE STREET,UT,PSYCHIATRIC,OPEN,UTAH,58,Utah
DAVIS HOSPITAL AND MEDICAL CENTER,1600 WEST ANTELOPE DRIVE,UT,GENERAL ACUTE CARE,OPEN,DAVIS,220,Davis
DIXIE REGIONAL MEDICAL CENTER - RIVER ROAD CAMPUS,1380 EAST MEDICAL CENTER DRIVE,UT,GENERAL ACUTE CARE,OPEN,WASHINGTON,284,Washington
ENCOMPASS HEALTH REHABILITATION HOSPITAL,8074 SOUTH 1300 EAST,UT,REHABILITATION,OPEN,SALT LAKE,84,Salt Lake
GARFIELD MEMORIAL HOSPITAL,200 NORTH 400 EAST,UT,GENERAL ACUTE CARE,OPEN,GARFIELD,15,Garfield
INTERMOUNTAIN MEDICAL CENTER,5121 SOUTH COTTONWOOD STREET,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,452,Salt Lake
JORDAN VALLEY MEDICAL CENTER,3580 WEST 9000 SOUTH,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,172,Salt Lake
JORDAN VALLEY MEDICAL CENTER WEST VALLEY CAMPUS,3460 SOUTH PIONEER PARKWAY,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,102,Salt Lake
KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,UT,CRITICAL ACCESS,OPEN,KANE,25,Kane
LANDMARK HOSPITAL OF SALT LAKE CITY LLC,4252 S BIRKHILL BLVD,UT,LONG TERM CARE,OPEN,SALT LAKE,38,Salt Lake
LDS HOSPITAL,324 8TH AVENUE,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,262,Salt Lake
LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,UT,GENERAL ACUTE CARE,OPEN,CACHE,146,Cache
LONE PEAK HOSPITAL,11925 S STATE ST,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,32,Salt Lake
MCKAY-DEE HOSPITAL CENTER,4401 HARRISON BOULEVARD,UT,GENERAL ACUTE CARE,OPEN,WEBER,321,Weber
MOAB REGIONAL HOSPITAL,450 WEST WILLIAMS WAY,UT,CRITICAL ACCESS,OPEN,GRAND,17,Grand
MOUNTAIN POINT MEDICAL CENTER,3000 NORTH TRIUMPH BLVD,UT,GENERAL ACUTE CARE,OPEN,UTAH,40,Utah
MOUNTAIN VIEW HOSPITAL,1000 EAST 100 NORTH (HWY198),UT,GENERAL ACUTE CARE,OPEN,UTAH,124,Utah
MOUNTAIN WEST MEDICAL CENTER,2055 NORTH MAIN STREET,UT,GENERAL ACUTE CARE,OPEN,TOOELE,44,Tooele
OGDEN REGIONAL MEDICAL CENTER,5475 SOUTH 500 EAST,UT,GENERAL ACUTE CARE,OPEN,WEBER,238,Weber
OREM COMMUNITY HOSPITAL,331 NORTH 400 WEST,UT,GENERAL ACUTE CARE,OPEN,UTAH,24,Utah
PARK CITY MEDICAL CENTER,900 ROUND VALLEY DRIVE,UT,GENERAL ACUTE CARE,OPEN,SUMMIT,37,Summit
PRIMARY CHILDREN'S MEDICAL CENTER,100 MARIO CAPECCHI DRIVE,UT,CHILDREN,OPEN,SALT LAKE,340,Salt Lake
RIVERTON HOSPITAL,3741 WEST 12600 SOUTH,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,97,Salt Lake
SALT LAKE BEHAVIORAL HEALTH,3802 SOUTH 700 EAST,UT,PSYCHIATRIC,OPEN,SALT LAKE,118,Salt Lake
SALT LAKE REGIONAL MEDICAL CENTER,1050 EAST SOUTH TEMPLE,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,158,Salt Lake
SEVIER VALLEY MEDICAL CENTER,1000 NORTH MAIN STREET,UT,GENERAL ACUTE CARE,OPEN,SEVIER,29,Sevier
SHRINERS HOSPITAL FOR CHILDREN,1275 E FAIRFAX RD,UT,CHILDREN,OPEN,SALT LAKE,45,Salt Lake
SPECIALTY HOSPITAL OF UTAH,401 SOUTH 400 EAST,UT,LONG TERM CARE,OPEN,DAVIS,43,Davis
ST. MARKS HOSPITAL,1200 EAST 3900 SOUTH,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,308,Salt Lake
THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 WEST FASHION BOULEVARD,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,40,Salt Lake
TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,UT,GENERAL ACUTE CARE,OPEN,UTAH,122,Utah
UINTAH BASIN MEDICAL CENTER,250 WEST 300 NORTH,UT,GENERAL ACUTE CARE,OPEN,DUCHESNE,49,Duchesne
UNIVERSITY OF UTAH HOSPITAL,50 NORTH MEDICAL DRIVE,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,830,Salt Lake
UTAH STATE HOSPITAL,1300 EAST CENTER STREET,UT,PSYCHIATRIC,OPEN,UTAH,384,Utah
UTAH VALLEY REGIONAL MEDICAL CENTER,1034 NORTH 500 WEST,UT,GENERAL ACUTE CARE,OPEN,UTAH,395,Utah
UTAH VALLEY SPECIALTY HOSPITAL,306 WEST RIVER BEND LANE,UT,LONG TERM CARE,OPEN,UTAH,40,Utah
VIEWPOINT ASSESSMENT CENTER,2732 WEST 2700 SOUTH,UT,PSYCHIATRIC,OPEN,DAVIS,26,Davis
LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,1309 KEMPSVILLE ROAD,VA,LONG TERM CARE,OPEN,NORFOLK,104,Norfolk
SENTARA BAYSIDE HOSPITAL,800 INDEPENDENCE BOULEVARD,VA,GENERAL ACUTE CARE,CLOSED,VIRGINIA BEACH,158,Virginia Beach
MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DR.,VA,GENERAL ACUTE CARE,OPEN,ALBEMARLE,176,Albemarle
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PETERSBURG,95 MEDICAL PARK BOULEVARD,VA,REHABILITATION,OPEN,PETERSBURG,64,Petersburg
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VIRGINIA,5700 FITZHUGH AVENUE,VA,REHABILITATION,OPEN,HENRICO,40,Henrico
ST. MARYS HOSPITAL AMBULATORY SURGERY CENTER,1501 MAPLE AVE,VA,GENERAL ACUTE CARE,OPEN,HENRICO,391,Henrico
UROSURGICAL CENTER OF RICHMOND NORTH,8228 MEADOWBRIDGE RD,VA,GENERAL ACUTE CARE,OPEN,HANOVER,225,Hanover
ENCOMPASS HEALTH REHABILITATION HOSPITAL,254 PLEASANT STREET,NH,REHABILITATION,OPEN,MERRIMACK,50,Merrimack
COTTAGE HOSPITAL,90 SWIFTWATER ROAD,NH,GENERAL ACUTE CARE,OPEN,GRAFTON,35,Grafton
NORTHEAST REHAB HOSPITAL,"29 NW BLVD, FIRST FLOOR",NH,REHABILITATION,OPEN,HILLSBOROUGH,33,Hillsborough
PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,NH,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,220,Rockingham
PEACEHEALTH KETCHIKAN MEDICAL CENTER,3100 TONGASS AVENUE,AK,CRITICAL ACCESS,OPEN,KETCHIKAN GATEWAY,54,Ketchikan Gateway
KANAKANAK HOSPITAL,6000 KANAKANAK ROAD,AK,CRITICAL ACCESS,OPEN,DILLINGHAM,14,Dillingham
PROVIDENCE KODIAK ISLAND MEDICAL CENTER,1915 REZANOF DRIVE,AK,GENERAL ACUTE CARE,OPEN,KODIAK ISLAND,25,Kodiak Island
SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE,VA,GENERAL ACUTE CARE,OPEN,FRANKLIN CITY,90,Franklin City
PARKER IHS INDIAN HOSPITAL,12033 AGENCY ROAD,AZ,CRITICAL ACCESS,OPEN,LA PAZ,-999,La Paz
RED LAKE HOSPITAL,24760 HOSPITAL DRIVE,MN,CRITICAL ACCESS,OPEN,BELTRAMI,23,Beltrami
IZARD COUNTY MEDICAL CENTER LLC,61 GRASSE ST,AR,CRITICAL ACCESS,OPEN,IZARD,25,Izard
PHS INDIAN HOSPITAL-FORT BELKNAP AT HARLEM-CAH,456 GROS VENTURE AVE,MT,CRITICAL ACCESS,OPEN,BLAINE,-999,Blaine
BASSETT ARMY COMMUNITY HOSPITAL,4076 NEELY RD,AK,MILITARY,OPEN,FAIRBANKS NORTH STAR,23,Fairbanks North Star
NAVAL HOSPITAL JACKSONVILLE,2080 CHILD ST,FL,MILITARY,OPEN,DUVAL,64,Duval
KELLER ARMY COMMUNITY HOSPITAL,900 WASHINGTON RD,NY,MILITARY,OPEN,ORANGE,20,Orange
NAVAL HOSPITAL CAMP PENDLETON,"200 MERCY CIRCLE, CAMP PENDLETON",CA,MILITARY,OPEN,SAN DIEGO,42,San Diego
NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,SC,MILITARY,OPEN,BEAUFORT,-999,Beaufort
ADVENTHEALTH OCALA,"1500 SW 1ST AVE, 5TH FLOOR",FL,LONG TERM CARE,OPEN,MARION,31,Marion
"NOLAND HOSPITAL DOTHAN, LLC","1108 ROSS CLARK CIRCLE, 4TH FLOOR",AL,LONG TERM CARE,OPEN,HOUSTON,38,Houston
BAYLOR INSTITUTE FOR REHABILITATION,909 N. WASHINGTON AVENUE,TX,REHABILITATION,OPEN,DALLAS,92,Dallas
EVANS ARMY COMMUNITY HOSPITAL,1650 COCHRANE CIR,CO,MILITARY,OPEN,EL PASO,92,El Paso
FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,VA,MILITARY,OPEN,FAIRFAX,120,Fairfax
WINN ARMY COMMUNITY HOSPITAL,1061 HARMON AVE,GA,MILITARY,OPEN,LIBERTY,39,Liberty
IRWIN ARMY COMMUNITY HOSPITAL,600 CAISSON HILL RD,KS,MILITARY,OPEN,GEARY,47,Geary
PAM SPECIALTY HOSPITAL OF TEXARKANA NORTH,"2400 ST. MICHAEL DRIVE, 2ND FLOOR",TX,LONG TERM CARE,OPEN,BOWIE,30,Bowie
PSYCHIATRIC INSTITUTE OF WASHINGTON,4228 WISCONSIN AVENUE NW,DC,PSYCHIATRIC,OPEN,DISTRICT OF COLUMBIA,75,District Of Columbia
BAYFRONT HEALTH PORT CHARLOTTE,2500 HARBOR BLVD,FL,GENERAL ACUTE CARE,OPEN,CHARLOTTE,254,Charlotte
MALCOM RANDALL VA MEDICAL CENTER,1601 S ARCHER ROAD,FL,MILITARY,OPEN,ALACHUA,222,Alachua
FOX ARMY HEALTH CENTER: LAMBERT RHONDA W,4100 GOSS RD SW,AL,MILITARY,OPEN,MADISON,-999,Madison
MIAMI VA HEALTHCARE SYSTEM,1201 NW 16TH STREET,FL,MILITARY,OPEN,MIAMI-DADE,281,Miami-Dade
HOSPITAL INDIAN SCHOOL RD,650 E INDIAN SCHOOL RD,AZ,MILITARY,OPEN,MARICOPA,-999,Maricopa
VA MEDICAL CENTER - NASHVILLE CAMPUS,1310 24TH AVE S,TN,MILITARY,OPEN,DAVIDSON,493,Davidson
JOHN L MCCLELLAN MEMORIAL VETERANS HOSPITAL,4300 WEST 7TH STREET,AR,MILITARY,OPEN,PULASKI,538,Pulaski
MERCY HOSPITAL FORT SCOTT,401 WOODLAND HILLS BLVD,KS,GENERAL ACUTE CARE,OPEN,BOURBON,61,Bourbon
VA MEDICAL CENTER - BIRMINGHAM,700 S 19TH ST S,AL,MILITARY,OPEN,JEFFERSON,313,Jefferson
ALASKA NATIVE MEDICAL CENTER - ANMC,4315 DIPLOMACY DRIVE,AK,GENERAL ACUTE CARE,OPEN,ANCHORAGE,148,Anchorage
ROBERT E. BUSH NAVAL HOSPITAL,1145 STURGIS ST,CA,MILITARY,OPEN,SAN BERNARDINO,19,San Bernardino
PHOENIX INDIAN MEDICAL CENTER,4212 N 16TH STREET,AZ,CRITICAL ACCESS,OPEN,MARICOPA,-999,Maricopa
REGIONAL MEDICAL OF SAN JOSE,225 NORTH JACKSON AVENUE,CA,GENERAL ACUTE CARE,OPEN,SANTA CLARA,249,Santa Clara
WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HWY,HI,GENERAL ACUTE CARE,OPEN,KAUAI,64,Kauai
SEASIDE HEALTH SYSTEM,4363 CONVENTION STREET,LA,PSYCHIATRIC,OPEN,EAST BATON ROUGE,64,East Baton Rouge
ADVENTIST HEALTH AND RIDEOUT MEMORIAL HOSPITAL,726 FOURTH ST,CA,GENERAL ACUTE CARE,OPEN,YUBA,173,Yuba
NAVAL HOSPITAL BREMERTON,1 BOONE ROAD,WA,MILITARY,OPEN,KITSAP,40,Kitsap
"SILVER HILL HOSPITAL, INC.",208 VALLEY RD,CT,PSYCHIATRIC,OPEN,FAIRFIELD,208,Fairfield
TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,CA,GENERAL ACUTE CARE,OPEN,RIVERSIDE,140,Riverside
GENERAL LEONARD WOOD ARMY COMMUNITY HOSPITAL,4430 MISSOURI AVE,MO,MILITARY,OPEN,PULASKI,46,Pulaski
GALLUP INDIAN MEDICAL CENTER,516 NIZHONI BOULEVARD,NM,GENERAL ACUTE CARE,OPEN,MCKINLEY,99,Mckinley
SAMUEL SIMMONDS MEMORIAL HOSPITAL,7000 UULA ST,AK,CRITICAL ACCESS,OPEN,NORTH SLOPE,10,North Slope
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,1105 CENTRAL EXPRESSWAY NORTH,TX,GENERAL ACUTE CARE,OPEN,COLLIN,73,Collin
SANTA FE PHS INDIAN HOSPITAL,1700 CERRILLOS ROAD,NM,CRITICAL ACCESS,OPEN,SANTA FE,39,Santa Fe
MESCALERO PHS INDIAN HOSPITAL,318 ABALONE LOOP,NM,CRITICAL ACCESS,OPEN,OTERO,13,Otero
PHS INDIAN HOSPITAL CROW NORTHERN CHEYENNE,10110 SOUTH 7650 EAST,MT,CRITICAL ACCESS,OPEN,BIG HORN,-999,Big Horn
ST. CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,KY,GENERAL ACUTE CARE,OPEN,ROWAN,149,Rowan
PHILLIPS EYE INSTITUTE,2215 PARK AVENUE SOUTH,MN,GENERAL ACUTE CARE,OPEN,HENNEPIN,20,Hennepin
CHEROKEE INDIAN HOSPITAL AUTHORITY,1 HOSPITAL ROAD,NC,CRITICAL ACCESS,OPEN,SWAIN,28,Swain
NORTHERN NAVAJO MEDICAL CENTER,HWY 491 NORTH,NM,CRITICAL ACCESS,OPEN,SAN JUAN,55,San Juan
CREEK NATION COMMUNITY HOSPITAL,1800 EAST COPLIN RD,OK,CRITICAL ACCESS,OPEN,OKFUSKEE,24,Okfuskee
PHS INDIAN HOSPITAL ROSEBUD,400 SOLDER CREEK ROAD,SD,CRITICAL ACCESS,OPEN,TODD,35,Todd
BRAXTON COUNTY MEMORIAL HOSPITAL,100 HOYLMAN DRIVE,WV,CRITICAL ACCESS,OPEN,BRAXTON,25,Braxton
CABELL-HUNTINGTON HOSPITAL,1340 HAL GREER BOULEVARD,WV,GENERAL ACUTE CARE,OPEN,CABELL,313,Cabell
BRYNN MARR HOSPITAL,192 VILLAGE DR,NC,PSYCHIATRIC,OPEN,ONSLOW,84,Onslow
ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,1160 VAN VOORHIS ROAD,WV,REHABILITATION,OPEN,MONONGALIA,96,Monongalia
ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCTON,120 12TH ST,WV,REHABILITATION,OPEN,MERCER,60,Mercer
GREENBRIER VALLEY MEDICAL CENTER,"1320 MAPLEWOOD AVENUE, PO BOX 497",WV,GENERAL ACUTE CARE,OPEN,GREENBRIER,122,Greenbrier
LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,WV,GENERAL ACUTE CARE,OPEN,LOGAN,140,Logan
ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,6900 WEST COUNTRY CLUB DRIVE,WV,REHABILITATION,OPEN,CABELL,62,Cabell
ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,WV,CRITICAL ACCESS,OPEN,ROANE,60,Roane
HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,WV,CRITICAL ACCESS,OPEN,HAMPSHIRE,44,Hampshire
SELECT SPECIALTY HOSPITAL,333 LAIDLEY STREET,WV,LONG TERM CARE,OPEN,KANAWHA,32,Kanawha
SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,WV,GENERAL ACUTE CARE,OPEN,NICHOLAS,105,Nicholas
WAR MEMORIAL HOSPITAL,1 HEALTHY WAY,WV,CRITICAL ACCESS,OPEN,MORGAN,41,Morgan
WEBSTER COUNTY MEMORIAL HOSPITAL,"324 MILLER MOUNTAIN DRIVE, PO BOX 312",WV,CRITICAL ACCESS,OPEN,WEBSTER,15,Webster
WELCH COMMUNITY HOSPITAL,454 MCDOWELL STREET,WV,GENERAL ACUTE CARE,OPEN,MCDOWELL,124,Mcdowell
MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE,WV,MILITARY,OPEN,BERKELEY,-999,Berkeley
CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,WV,GENERAL ACUTE CARE,OPEN,WOOD,302,Wood
CHARLSTON AREA MEDICAL CENTER,501 MORRIS STREET,WV,GENERAL ACUTE CARE,OPEN,KANAWHA,956,Kanawha
HIGHLAND-CLARKSBURG HOSPITAL INC,3 HOSPITAL PLAZA,WV,PSYCHIATRIC,OPEN,HARRISON,115,Harrison
JACKSON GENERAL HOSPITAL,122 PINNELL ST,WV,CRITICAL ACCESS,OPEN,JACKSON,25,Jackson
INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DRIVE,TN,GENERAL ACUTE CARE,OPEN,SULLIVAN,239,Sullivan
LE BONHEUR CHILDREN'S HOSPITAL,50 NORTH DUNLAP,TN,CHILDREN,OPEN,SHELBY,225,Shelby
MONONGALIA COUNTY GENERAL HOSPITAL,1200 JD ANDERSON DR,WV,GENERAL ACUTE CARE,OPEN,MONONGALIA,189,Monongalia
WEIRTON MEDICAL CENTER,601 COLLIERS WAY,WV,GENERAL ACUTE CARE,OPEN,BROOKE,218,Brooke
CRICHTON REHABILITATION CENTER,320 MAIN STREET,PA,REHABILITATION,OPEN,CAMBRIA,39,Cambria
DANVILLE STATE HOSPITAL,50 KIRKBRIDE DR,PA,PSYCHIATRIC,OPEN,MONTOUR,180,Montour
EAGLEVILLE HOSPITAL,100 EAGLEVILLE ROAD,PA,REHABILITATION,OPEN,MONTGOMERY,308,Montgomery
EASTON HOSPITAL,250 SOUTH 21ST STREET,PA,GENERAL ACUTE CARE,OPEN,NORTHAMPTON,254,Northampton
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALTOONA,2005 VALLEY VIEW BOULEVARD,PA,REHABILITATION,OPEN,BLAIR,80,Blair
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ERIE,143 EAST 2ND STREET,PA,REHABILITATION,OPEN,ERIE,108,Erie
ENCOMPASS HEALTH NITTANY VALLEY REHABILITATION HOSPITAL,550 WEST COLLEGE AVENUE,PA,REHABILITATION,OPEN,CENTRE,73,Centre
ENCOMPASS HEALTH READING REHABILITATION HOSPITAL,1623 MORGANTOWN ROAD,PA,REHABILITATION,OPEN,BERKS,60,Berks
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SEWICKLEY,303 CAMP MEETING ROAD,PA,REHABILITATION,OPEN,ALLEGHENY,44,Allegheny
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MECHANICSBURG,175 LANCASTER BOULEVARD,PA,REHABILITATION,OPEN,CUMBERLAND,75,Cumberland
GEISINGER ENCOMPASS HEALTH REHABILITATION HOSPITAL,16 WOODBINE LN,PA,REHABILITATION,OPEN,MONTOUR,42,Montour
GIRARD MEDICAL CENTER,GIRARD AVENUE AT 8TH STREET,PA,PSYCHIATRIC,OPEN,PHILADELPHIA,163,Philadelphia
GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,PA,GENERAL ACUTE CARE,OPEN,BRADFORD,77,Bradford
LANCASTER GENERAL HOSPITAL,"555 NORTH DUKE STREET, PO BOX 3555",PA,GENERAL ACUTE CARE,OPEN,LANCASTER,640,Lancaster
MERCY CATHOLIC MEDICAL CENTER,1500 LANSDOWNE AVENUE,PA,GENERAL ACUTE CARE,OPEN,DELAWARE,213,Delaware
RIDDLE HOSPITAL,1068 WEST BALTIMORE PIKE,PA,GENERAL ACUTE CARE,OPEN,DELAWARE,204,Delaware
ST MARY MEDICAL CENTER,1201 LANGHORNE-NEWTOWN ROAD,PA,GENERAL ACUTE CARE,OPEN,BUCKS,374,Bucks
TEMPLE UNIVERSITY HOSPITAL,"3401 N BROAD STREET, HOSP ADMIN SUITE D",PA,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,728,Philadelphia
HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,PA,GENERAL ACUTE CARE,OPEN,FAYETTE,71,Fayette
BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVENUE,PA,GENERAL ACUTE CARE,OPEN,MONTGOMERY,319,Montgomery
BRYN MAWR REHABILITATION HOSPITAL,"414 PAOLI PIKE, PO BOX 3007",PA,REHABILITATION,OPEN,CHESTER,148,Chester
CHAN SOON SHIONG MEDICAL CENTER AT WINDBER,600 SOMERSET AVENUE,PA,GENERAL ACUTE CARE,OPEN,SOMERSET,54,Somerset
CURAHEALTH HERITAGE VALLEY,1000 DUTCH RIDGE ROAD,PA,LONG TERM CARE,OPEN,BEAVER,35,Beaver
CURAHEALTH PITTSBURGH,7777 STEUBENVILLE PIKE,PA,LONG TERM CARE,OPEN,ALLEGHENY,63,Allegheny
JEFFERSON HEALTH-NORTHEAST,10800 KNIGHTS ROAD,PA,GENERAL ACUTE CARE,OPEN,PHILADELPHIA,258,Philadelphia
LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,PA,GENERAL ACUTE CARE,OPEN,ERIE,20,Erie
LEHIGH VALLEY HOSPITAL POCONO,206 EAST BROWN STREET,PA,GENERAL ACUTE CARE,OPEN,MONROE,235,Monroe
LEHIGH VALLEY HOSPITAL TRANSPLANT CENTER,"CEDAR CREST BLVD & I-78, PO BOX 689",PA,GENERAL ACUTE CARE,OPEN,LEHIGH,797,Lehigh
LEHIGH VALLEY HOSPITAL SCHUYLKILL,420 SOUTH JACKSON STREET,PA,GENERAL ACUTE CARE,OPEN,SCHUYLKILL,180,Schuylkill
LIFECARE HOSPITALS OF CHESTER COUNTY,400 EAST MARSHAL STREET,PA,LONG TERM CARE,OPEN,CHESTER,39,Chester
LIFECARE HOSPITALS OF PITTSBURGH - ALLE-KISKI,1301 CARLISLE STREET,PA,LONG TERM CARE,OPEN,ALLEGHENY,35,Allegheny
LIFECARE HOSPITALS OF PITTSBURGH - SUBURBAN,100 SOUTH JACKSON AVENUE,PA,GENERAL ACUTE CARE,OPEN,ALLEGHENY,32,Allegheny
PAOLI HOSPITAL,255 WEST LANCASTER AVENUE,PA,GENERAL ACUTE CARE,OPEN,CHESTER,231,Chester
PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVENUE,PA,GENERAL ACUTE CARE,OPEN,HUNTINGDON,100,Huntingdon
ST LUKES HOSPITAL OF BETHLEHEM,801 OSTRUM STREET,PA,GENERAL ACUTE CARE,OPEN,LEHIGH,480,Lehigh
UPMC CARLISLE,361 ALEXANDER SPRING ROAD,PA,GENERAL ACUTE CARE,OPEN,CUMBERLAND,165,Cumberland
UPMC COLE,1001 EAST SECOND STREET,PA,GENERAL ACUTE CARE,OPEN,POTTER,59,Potter
