FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,B25010_001E,B25010_001M,B25010_002E,B25010_002M,B25010_003E,B25010_003M,B01001_001E,B01001_001M,B01001_calc_PopDensity,created_user,created_date,last_edited_user,last_edited_date,B01001_calc_PopDensityM,SHAPE_Length,SHAPE_Area
2525,01383787,48003,3886850264,957039,Andrews County,Texas,3.22,0.12,3.07,0.17,3.62,0.34,17818,,4.58417453459175,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.579062307509,0.372264273808947
2526,01383788,48005,2066245670,173333993,Angelina County,Texas,2.75,0.04,2.79,0.07,2.67,0.09,87607,,42.3991209138263,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.41352696025246,0.21206851793672
2527,01383789,48007,652804638,714591509,Aransas County,Texas,2.58,0.15,2.57,0.22,2.62,0.42,24763,,37.9332476495058,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.04868458244031,0.0682192246021778
2528,01383790,48009,2339507619,57768335,Archer County,Texas,2.61,0.09,2.62,0.12,2.6,0.29,8789,,3.75677340335261,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.9395629388163,0.232907314795707
2529,01383791,48011,2354581675,12219583,Armstrong County,Texas,2.62,0.19,2.49,0.22,3.14,0.48,1916,125,0.813732655929211,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0530879864254443,1.94493815020789,0.2336013642186
2530,01383792,48013,3158596637,4995711,Atascosa County,Texas,3.15,0.07,3.15,0.1,3.13,0.21,48828,,15.4587640055162,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.26974926051764,0.292639306709202
2531,01383793,48015,1674405805,25606290,Austin County,Texas,2.65,0.08,2.64,0.1,2.7,0.23,29565,,17.6570099743533,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.52617328187289,0.15876656865919
2532,01383794,48017,2141847188,1775275,Bailey County,Texas,3.27,0.29,3.07,0.35,3.97,1.12,7092,,3.31116059060325,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.83659631436047,0.209350754329962
2533,01383795,48019,2048666855,17288356,Bandera County,Texas,2.58,0.09,2.51,0.11,2.93,0.4,21763,,10.6230058571431,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.12051708595049,0.192678064207557
2534,01383796,48021,2300370292,19079348,Bastrop County,Texas,3.17,0.08,3.2,0.11,3.08,0.24,82577,,35.8972641435938,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.83176386433861,0.217080489862246
2535,01383797,48023,2246764578,86991034,Baylor County,Texas,2.39,0.17,2.44,0.22,2.25,0.42,3591,,1.59829829754419,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91254276514104,0.226739080248891
2536,01383798,48025,2279809496,246409,Bee County,Texas,2.92,0.1,3.09,0.16,2.61,0.23,32691,,14.3393560108235,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.24294611059293,0.209974327095835
2537,01383799,48027,2722825522,94658021,Bell County,Texas,2.76,0.02,2.85,0.04,2.66,0.05,342236,,125.691491149465,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.18165648188336,0.266192649511295
2538,01383800,48029,3212140683,41079712,Bexar County,Texas,3,0.03,3.19,0.02,2.72,0.03,1925865,,599.558110948405,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.74410418253088,0.302529608520588
2539,01383801,48031,1836948539,10818163,Blanco County,Texas,2.6,0.13,2.58,0.14,2.67,0.28,11279,,6.14007401978722,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.68334786427104,0.173215317712856
2540,01383802,48033,2324366073,22297606,Borden County,Texas,2.55,0.31,2.33,0.3,3.2,0.83,665,119,0.286099512346479,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0511967548409488,1.9083274575775,0.22577567484282
2541,01383803,48035,2545908079,50666115,Bosque County,Texas,2.51,0.09,2.47,0.09,2.64,0.19,18122,,7.11808888525075,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.55352769540721,0.247548574759819
2542,01383804,48037,2292143504,98330188,Bowie County,Texas,2.62,0.04,2.66,0.06,2.54,0.1,93858,,40.9476980111451,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.02067540306847,0.231799825671627
2543,01383805,48039,3528352491,637937977,Brazoria County,Texas,2.88,0.03,3.05,0.04,2.46,0.06,353999,,100.32982841226,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.1421552969665,0.35151424343448
2544,01383806,48041,1516472390,14829823,Brazos County,Texas,2.57,0.03,2.74,0.05,2.43,0.05,219193,,144.54137209844,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.85526202686544,0.14411978478165
2545,01383807,48043,16015869871,22063885,Brewster County,Texas,2.31,0.14,2.4,0.19,2.19,0.2,9216,,0.575429250751309,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,5.72211099942696,1.49475105482999
2546,01383808,48045,2330991073,4068657,Briscoe County,Texas,2.45,0.21,2.45,0.26,2.44,0.38,1546,128,0.663237203225445,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0549122652088338,1.92317178797174,0.229280778622491
2547,01383809,48047,2443277013,741627,Brooks County,Texas,3.23,0.29,3.16,0.37,3.36,0.5,7180,,2.93867619668061,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05636615937628,0.222290053387546
2548,01383810,48049,2446120250,32375524,Brown County,Texas,2.57,0.06,2.65,0.08,2.38,0.14,37834,,15.4669419870098,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.08464375152328,0.235974983486221
2549,01383811,48051,1706888864,46046458,Burleson County,Texas,2.62,0.1,2.59,0.11,2.73,0.33,17863,,10.4652390537829,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.54344341439724,0.164698228839246
2550,01383812,48053,2575134223,69922923,Burnet County,Texas,2.68,0.09,2.61,0.12,2.91,0.25,45750,,17.7660642274024,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.49436075570063,0.249264824540603
2551,01383813,48055,1412150551,4973307,Caldwell County,Texas,2.84,0.06,2.87,0.08,2.8,0.17,41401,,29.3176956031227,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89979344615289,0.132282258147284
2552,01383814,48057,1312707008,1361884769,Calhoun County,Texas,2.83,0.13,2.83,0.17,2.83,0.22,21807,,16.6122370545004,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.05072914636122,0.136400793008341
2553,01383815,48059,2329363242,4898783,Callahan County,Texas,2.57,0.11,2.52,0.13,2.82,0.38,13770,,5.91148677532021,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89708525778542,0.223491708296975
2554,01383816,48061,2307806796,998119379,Cameron County,Texas,3.39,0.03,3.43,0.04,3.32,0.06,421750,,182.749266849806,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.07868134002103,0.225194141438329
2555,01383817,48063,507240881,19130860,Camp County,Texas,2.72,0.11,2.58,0.14,3.07,0.34,12813,,25.2601879697469,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.42036089737658,0.0507715624432254
2556,01383818,48065,2383397225,10026604,Carson County,Texas,2.66,0.11,2.68,0.13,2.58,0.39,6032,,2.53084124489572,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95785821348406,0.237484456066777
2557,01383819,48067,2426706492,60517775,Cass County,Texas,2.52,0.08,2.47,0.09,2.7,0.21,30087,,12.3982855360491,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.69915886576361,0.240186132456509
2558,01383820,48069,2316600393,12557414,Castro County,Texas,3.04,0.16,2.93,0.24,3.2,0.38,7787,,3.36139112448126,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.92463479022262,0.228700345641877
2559,01383821,48071,1546618334,709745140,Chambers County,Texas,2.96,0.08,2.98,0.11,2.86,0.33,40292,,26.0516761726167,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.02930858597367,0.153840177913188
2560,01383822,48073,2727141729,23873001,Cherokee County,Texas,2.73,0.06,2.74,0.08,2.69,0.15,51903,,19.0320141590265,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,3.68205268960089,0.262095912664147
2561,01383823,48075,1803954628,44560655,Childress County,Texas,2.6,0.18,2.77,0.27,2.35,0.33,7226,,4.0056439823053,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.70773248601472,0.181504441360383
2562,01383824,48077,2819870070,72508632,Clay County,Texas,2.55,0.1,2.51,0.12,2.8,0.42,10387,,3.683503048777,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.46278178449163,0.28155690141376
2563,01383825,48079,2007453829,229068,Cochran County,Texas,2.8,0.19,2.82,0.23,2.74,0.43,2904,,1.44660861338296,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.76742792924151,0.195031656959951
2564,01383826,48081,2361124368,42360663,Coke County,Texas,1.96,0.1,1.95,0.12,2,0.26,3275,,1.38705103567844,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95623405443721,0.229110858545907
2565,01383827,48083,3270933224,47963343,Coleman County,Texas,2.41,0.13,2.23,0.16,2.86,0.32,8391,,2.5653229293806,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.68238718493456,0.315985445996015
2566,01383828,48085,2178894500,116215462,Collin County,Texas,2.84,0.01,3.04,0.02,2.45,0.04,944350,,433.407858893581,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.93391543435344,0.221907653061283
2567,01383829,48087,2378749928,2279194,Collingsworth County,Texas,2.78,0.2,3.07,0.25,1.8,0.25,2996,,1.25948506176896,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95117763150211,0.235005549857621
2568,01383830,48089,2487123834,34710042,Colorado County,Texas,2.75,0.11,2.75,0.12,2.79,0.4,21022,,8.45233345948467,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.38132708702998,0.23490579417486
2569,01383831,48091,1449129706,39797957,Comal County,Texas,2.74,0.03,2.79,0.05,2.59,0.11,135097,,93.2262995097279,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.95059721987758,0.138945362059192
2570,01383832,48093,2428768917,25719485,Comanche County,Texas,2.53,0.12,2.62,0.14,2.18,0.23,13495,,5.55631287338317,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.08819670999936,0.234121190746178
2571,01383833,48095,2547914009,25740025,Concho County,Texas,3.51,0.31,3.32,0.43,3.99,0.83,4233,,1.66135905099143,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.16490353110209,0.243884513489464
2572,01383834,48097,2265746282,61362926,Cooke County,Texas,2.53,0.05,2.48,0.07,2.64,0.12,39571,,17.4648857704713,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.88719678928159,0.226151895617487
2573,01383835,48099,2725181907,11798688,Coryell County,Texas,2.72,0.06,2.67,0.07,2.78,0.11,75389,,27.6638413774703,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.05429823767844,0.259535892704623
2574,01383836,48101,2332448738,2723997,Cottle County,Texas,2.37,0.24,2.22,0.24,2.63,0.57,1623,188,0.695835228255293,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0806019857744887,2.0222764558195,0.228082071747159
2575,01383837,48103,2033319700,1695980,Crane County,Texas,3.33,0.18,3.25,0.21,3.82,0.95,4839,,2.37985202228651,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.41751113585501,0.193047295375401
2576,01383838,48105,7270935062,53329,Crockett County,Texas,2.56,0.26,2.57,0.29,2.54,0.57,3633,186,0.49966063085711,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0255813039745176,5.10938023334762,0.684750739778525
2577,01383839,48107,2331503433,3873557,Crosby County,Texas,2.83,0.14,2.82,0.2,2.86,0.38,5861,,2.51382859533624,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91276619903931,0.226891728133752
2578,01383840,48109,9873439558,556134,Culberson County,Texas,3.24,0.54,3.18,0.58,3.37,0.98,2241,,0.226972574940636,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.06952158829357,0.936870931965168
2579,01383841,48111,3893095082,5180577,Dallam County,Texas,2.99,0.24,2.9,0.32,3.16,0.43,7243,,1.86047344013983,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.64800897817486,0.391012770274941
2580,01383842,48113,2258614866,94698972,Dallas County,Texas,2.79,0.02,2.99,0.02,2.58,0.02,2586552,,1145.19391461404,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91192088134329,0.22647273017757
2581,01383843,48115,2331781560,4720730,Dawson County,Texas,2.58,0.1,2.68,0.12,2.33,0.26,12964,,5.55969745296382,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90361765472609,0.224795129800584
2582,01383845,48117,3876750541,3926557,Deaf Smith County,Texas,3.03,0.08,2.95,0.15,3.17,0.22,18899,,4.87495901532138,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.62181508195501,0.383025017125735
2583,01383846,48119,665192127,54648178,Delta County,Texas,2.56,0.12,2.44,0.15,2.89,0.32,5215,,7.83984023310607,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.33850520116721,0.0697546105505456
2584,01383847,48121,2275564887,192448040,Denton County,Texas,2.81,0.02,3.01,0.03,2.43,0.03,807047,,354.657871814841,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.9714204321811,0.238671533825266
2585,01383844,48123,2354237927,3919919,DeWitt County,Texas,2.62,0.09,2.6,0.12,2.67,0.26,20435,,8.68009123701455,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.06210401638849,0.218524464551617
2586,01383848,48125,2335454676,9057848,Dickens County,Texas,2.48,0.21,2.57,0.28,2.25,0.37,2216,,0.948851640227678,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.91813345856249,0.227784533632914
2587,01383849,48127,3441795368,14576536,Dimmit County,Texas,3.18,0.22,3.27,0.39,2.95,0.78,10663,,3.09809237909347,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.32638905759468,0.31831805325537
2588,01383850,48129,2400676101,15901857,Donley County,Texas,2.38,0.15,2.41,0.17,2.3,0.32,3387,,1.41085255049157,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.96741729130399,0.238515705364512
2589,01383851,48131,4645083897,5478267,Duval County,Texas,3.09,0.19,2.99,0.24,3.27,0.39,11355,,2.44451989496542,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.7696071101982,0.425419239762858
2590,01383852,48133,2399637922,14009171,Eastland County,Texas,2.68,0.14,2.76,0.18,2.43,0.31,18270,,7.6136486394467,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.98486347725809,0.231165886300405
2591,01383853,48135,2325320265,10377149,Ector County,Texas,3.02,0.04,3.18,0.06,2.7,0.08,158342,,68.0947060855723,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.89351909530004,0.222603355780075
2592,01383854,48137,5485259733,5199798,Edwards County,Texas,2.98,0.52,3.12,0.61,2.33,0.92,2055,193,0.374640418144079,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0351852071541641,3.37264551302049,0.513246682854336
2593,01383856,48139,2423349113,41666088,Ellis County,Texas,2.99,0.03,3.04,0.05,2.86,0.1,168838,,69.6713482569525,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.24279905283719,0.236140348505445
2594,01383855,48141,2624139561,5451095,El Paso County,Texas,3.1,0.02,3.26,0.03,2.83,0.04,837654,,319.210918675678,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.43194878426612,0.250158763693476
2595,01383857,48143,2805417369,17169065,Erath County,Texas,2.82,0.09,2.84,0.13,2.78,0.21,41482,,14.7863916643485,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11291510742061,0.270066881278394
2596,01383858,48145,1982545004,21693802,Falls County,Texas,2.96,0.12,3.07,0.16,2.67,0.34,17299,,8.72565312015485,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.7964481654352,0.189780782865335
2597,01383859,48147,2307250914,20847064,Fannin County,Texas,2.54,0.06,2.53,0.09,2.57,0.14,34175,,14.8119997667493,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.28096232601184,0.226131123954286
2598,01383860,48149,2460152118,25739448,Fayette County,Texas,2.71,0.11,2.63,0.11,3.06,0.36,25066,,10.1888008536552,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.0380693607579,0.23213770935504
2599,01383861,48151,2328272101,7258480,Fisher County,Texas,2.33,0.14,2.36,0.17,2.23,0.25,3883,,1.66776039550199,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.90155708660739,0.224702366522504
2600,01383862,48153,2569637284,983737,Floyd County,Texas,2.51,0.13,2.46,0.16,2.62,0.36,5872,,2.28514741615961,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.00676286967092,0.25106371512235
2601,01383863,48155,1824378631,8514741,Foard County,Texas,2.46,0.25,2.51,0.3,2.24,0.65,1408,137,0.771769618474554,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0750940608885042,2.35327370922127,0.178809673551272
2602,01383864,48157,2231486504,61532084,Fort Bend County,Texas,3.18,0.02,3.23,0.03,3.01,0.07,739342,,331.322640165965,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.54338092176082,0.213398386907842
2603,01383865,48159,736570305,26874741,Franklin County,Texas,2.78,0.19,2.7,0.2,3.07,0.51,10679,,14.4982765765992,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,1.40867591892485,0.0738051097024102
2604,01383866,48161,2273311881,36936952,Freestone County,Texas,2.63,0.07,2.56,0.09,2.84,0.23,19709,,8.66972990583688,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.49756102926724,0.219794629509798
2605,01383867,48163,2935753507,2193622,Frio County,Texas,3.4,0.21,3.45,0.29,3.28,0.38,19394,,6.60614045210438,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.11208048478105,0.271700529339215
2606,01383868,48165,3891105257,1262946,Gaines County,Texas,3.52,0.11,3.61,0.17,3.23,0.44,20321,,5.22242361946982,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.59145255977008,0.374477761777915
2607,01383869,48167,981441986,1281681977,Galveston County,Texas,2.69,0.03,2.8,0.04,2.47,0.06,327089,,333.273901734218,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,4.21822744664883,0.103892248172084
2608,01383870,48169,2313930833,7215531,Garza County,Texas,2.7,0.25,2.35,0.25,3.32,0.58,6288,188,2.71745374162617,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0.0812470266262276,1.89787841326037,0.224404848622963
2609,01383871,48171,2740719114,9012764,Gillespie County,Texas,2.41,0.08,2.48,0.1,2.23,0.19,26208,,9.56245383415092,esri_demographics,2020/04/01 20:53:36,esri_demographics,2020/04/01 20:53:36,0,2.1522363254502,0.2579010640214
